InputStoryid,输入句子1,输入句子2,输入句子3,输入句子4,随机第五句话测验1,随机第五句话测验2,回答右端
21a8fb15-2612-4fd0-9b10-675eb9473360,艾拉在太阳下晒了一天。,她忘了涂防晒霜。,她被烧伤了！,但很快就褪去了，变成了褐色。,艾拉看起来很不错，得到了很多赞美。,艾拉第二天在雨中度过。,1
e6738c40-9d0c-4fea-a1be-44e90ce630c1,尼尔刚到肯尼亚。,他加入了一个野生动物园旅游团。,他们看到了各种奇异的动物。,尼尔拍了一张又一张照片。,他被一只狮子打伤了。,尼尔回到家后编写了一本相册。,2
ee914e56-5e79-4560-a712-12b961e9baff,吉娜决定第一次烤一个苹果派。,她非常小心翼翼，完全按照配方来做。,把饼放进烤箱后，她迫不及待地想尝尝。,结果是好吃的!,所以她决定把它扔进垃圾桶。,她把这个配方和馅饼分享给所有的朋友。,2
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,帕布洛想要一个颚式破碎机。,然而他没有钱。,他翻了翻自己的衣柜，看看有什么可以卖的。,他找到了一只玩具熊，卖了五毛钱。,然后他买了他的糖果。,他用它买了一些苏打水。,1
d6e10b5b-63bc-4c96-81c9-28f82a80c11f,安娜租下了一个仓库，准备举办一个大型聚会。,装饰品很好，但缺少了一些东西。,然后安娜意识到--他们需要一个迪斯科球!,她从一家派对用品公司争取到了一个租来的球。,安娜很失望。,派对进行得很顺利。,2
b701052f-4728-4ea5-b215-f8c566d33d7c,体育馆里有一场大型的篮球比赛。,我和我的朋友在同一支球队打球。,比赛变得很激烈，最后两队都打成了平手。,当时时间还剩4秒，我们需要得分。,我投出了胜利的一球，为我们队赢得了比赛。,我走下球场，再也没有回头。,1
4239c107-0a2c-4ab7-8763-c521cd06b180,德克是个优秀的钢琴家。,他经常在外面公开表演赚钱。,在他最后一次演出时，有一个键从键盘上断了。,他尽可能地完成了表演，但音乐很差。,德克很尴尬。,德克喜欢这样的声音。,1
7fb56f8e-afb9-4510-9abf-4be01e8a66f5,我买了一个带挂绳的手机壳。,我需要一个我的手机。,箱子到手后没有挂绳。,网站上说这个箱子有支架，但没有挂绳。,我把手机还给了他。,我觉得自己很傻。,2
0fadf7fd-62f1-4d61-901d-cda9174b2f7a,我上周换了床上的床单。,我厌倦了旧的。,新的看起来更漂亮，感觉更好。,我想我会留着它们。,我很高兴他们不贵。,我打算把它们切成条状。,1
648cf01c-fcf2-4ce1-8f9d-235cf788ba25,大通真的很想要一个新玩具。,他妈妈不会给他买新玩具。,她建议他省下零用钱。,他省下了他的零用钱。,大通给自己买了一个新玩具。,大通离家出走了。,1
1bed450a-2a30-4431-84d3-1361cd1423da,Renee的灵感来自于Eddie Van Halen的音乐。,她决定学习弹吉他。,她买了一把电吉他和一个音箱。,她恨不得用手指按住琴弦。,蕾妮决定她必须要习惯。,蕾妮很高兴自己决定学习打鼓。,1
a31f32a1-af69-4a84-b713-f8917cc1565a,比尔去钓鱼，钓了很多鱼。,他抓了那么多，只好送了一些。,他的邻居们都很穷，对比尔的鱼很感激。,邻居们终于重新站起来了。,比尔的邻居告他让他们变穷了。,他们为了感谢所有的鱼，给比尔烤了一些面包。,2
355efc45-5233-40b3-ab77-d6281fb11710,上周网络断了。,我和妻子都觉得无聊透顶。,其他每一个可供选择的选项似乎都很无聊。,最后我们只是喝了酒，聊了一会儿。,最后我们还是玩得很开心。,我们很高兴，没有网络，可以喝酒。,1
67f56ec7-d96c-4f97-a837-0532ce002125,蒂姆一生都想做音乐。,蒂姆整天都在练习，每天都在练习。,当蒂姆有足够的歌曲时，他打电话给一家唱片公司。,工作室决定给他录音，蒂姆很高兴。,蒂姆决定他不喜欢音乐。,蒂姆成为了一名职业音乐人。,2
c816e74e-8cc8-4f01-960c-78724f118a87,亚历克斯怀疑他的猫咪跳跳虎可能有跳蚤。,跳跳虎日夜不停地抓挠自己。,亚历克斯带跳跳虎去找兽医诊断。,兽医证实跳跳虎确实有跳蚤。,他们给他吃了跳蚤药，就好了。,亚历克斯决定不给猫咪开药。,1
180c876f-d5d2-4397-a9bc-bdae30d5954c,海利是一个著名实验室的年轻科学家。,每天，她都在努力地做着自己目前的项目。,她的一个同事在暗中窃取她的研究成果。,海利在科学杂志上发表时发现了这一点。,海莉觉得自己被出卖了。,海莉觉得自己得到了令人钦佩的支持。,1
db608f6f-3c58-4aba-bd8e-c5ceb0aaf835,萨姆想开个派对,山姆邀请了他所有的朋友和邻居。,派对变得极其疯狂。,所有的客人都厌恶地离开了聚会。,萨姆成了一个派对策划人。,第二天，萨姆的宿醉很严重。,2
dcca12a5-2470-4041-a22a-032ccc5ac018,汤姆正在和他的妻子贝基谈话，她今天工作不顺。,他决定把她最爱吃的饭菜带回家作为惊喜。,下班回家的路上，车水马龙。,拿到食物后，他到家的时间比计划晚了许多。,但只要他们抱着吃了晚饭，一切都好办了。,汤姆决定去一趟赌场，他没有理会家人。,1
2e6e714e-8b83-4eae-9370-d1d4afbc4e5a,他们要为新房选一个炉子。,他们无法决定某一个品牌。,他们喜欢维京号的耐用性。,他们也喜欢和热玛多的交易。,他们不需要炉子了。,他们决定购买维京炉。,2
9e54392e-74ed-404e-8fb3-f11fc885762d,茉莉花没有为她的数学大考而学习。,她觉得她可以随机应变,茉莉很快就意识到这个测试非常困难。,她决定通过看邻居的报纸来作弊。,老师抓住了她，给她留了下来。,老师抓住了她，夸奖她的聪明才智。,1
702267f4-b51a-4366-bbe4-fe3d5f94077d,萨姆搬到洛杉矶，成为一个电影明星。,他没有多少钱，但他认为，去是唯一的办法。,两个月后，萨姆睡在他的车里，并打破。,有一天，他去中国剧院乞讨。,萨姆觉得相当有希望。,萨姆觉得很郁闷。,2
9af012e3-d6c8-4a60-9f51-6379ba446742,达伦上班迟到，找不到车钥匙。,他看遍了他的房子。,他问妻子他们是。,她让他检查自己的口袋。,达伦关掉了电脑。,他的口袋里没有钥匙。,2
5dc94086-80d4-4196-9914-7b4d3f487c3e,上周我有一个工作面试。,闺蜜帮我挑了一条新领带。,我们去店里找了几个小时。,我找到了三个我喜欢的。,我买了一个领结代替。,我都买了。,2
f389d1ce-da4e-4843-94a7-62656df6fb10,哈利喜欢冰球。,他决定报名参加当地的联赛。,哈利参加了球队的选拔赛。,哈利希望自己的表现足够好，能够入选队伍。,哈里就退出了他的冰球队。,几天后，哈利听说自己进了队。,2
ac39ee93-4288-4302-aa7b-757fca64f2fb,小苏在动物园里骑着大象。,她一开始很喜欢，但后来就害怕了。,她开始为妈妈哭泣。,动物园管理员只好拦住大象，让它。,苏妈妈带她去摸山羊，而不是。,苏继续骑着大象。,1
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,汉娜是一个了不起的艺术家。,她总是有一种天生的天赋。,她决定参加一个艺术比赛。,庆幸的是，她能够获得最高奖项。,她的父母坚持让她的奶奶做大部分的缝纫工作。,她的父母非常自豪。,2
e2d48e18-276a-4de1-81af-594cf54c2a90,吉姆在倒垃圾。,他被人行道上的一块冰滑倒了。,吉姆狠狠地摔倒在人行道上。,吉姆感觉手臂上有东西断了。,吉姆决定做一次倒立。,吉姆受伤了，不得不打911。,2
186cfc69-54cf-46d5-8033-8bf2493e9b23,我讨厌洗衣服。,搭配袜子是一种可怕的浪费时间。,每次我洗衣服的时候袜子都会丢失。,我已经厌倦了寻找匹配的袜子。,我觉得洗衣服很轻松。,我把旧袜子都扔了，买的全是纯白色的袜子。,2
a0ecc896-63d6-4f4f-8960-24c4fb3db4fe,詹姆斯十二岁，喜欢美食。,在今天之前，他从未真正想过要做饭。,他的母亲让他帮忙弄饭吃。,詹姆斯学到了烹饪的乐趣和创意。,詹姆斯决定长大后要当一名厨师。,詹姆斯再也不做饭了。,1
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,小李知道妈妈需要新手套，却买不起。,于是李先生开始编织一副。,她赶紧在圣诞节前完成它们。,然后她把这些东西送给了她妈妈。,李妈妈为女儿的贴心感到骄傲。,李妈妈把手套扔给李先生，然后离开了房间。,1
c08b9f9a-5d56-4701-92d4-3edef2ccec62,詹妮弗是某大城市的专业文案。,她的工作做得很好，但总是收到差评。,詹妮弗发现，她的老板想破坏她的工作!,她决定面对老板的负面言论。,詹妮弗感谢老板的公正。,詹妮弗冲进了他的办公室，把她的老板给整了出来。,2
86ab603e-0455-4347-a1ce-4a375f4495a8,洛林是个垒球运动员。,她是她团队中最好的。,有一天，在一次比赛中，她的脚踝严重扭伤。,她不能再玩了。,洛林很激动!,洛林真的很伤心。,2
2290ba2a-137b-4047-aeec-cb133268a238,艾比和塔米是最好的朋友。,他们都喜欢一起做一些有趣的、有创意的事情。,他们决定一起制作友谊手链，送给别人。,艾比做了五个，塔米又做了七个。,塔米再也没有和艾比说过话。,他们决定把手镯留给自己。,2
2b635efb-e1b0-44de-beb8-4f9b9ef62876,萨尔很生气，因为他的父母要搬家。,他们要搬到一栋楼的八楼。,他讨厌活得那么高。,搬家后，他看了看卧室的窗户。,萨尔把枕头扔到窗外。,美丽的景色让他改变了主意。,2
22f5e67b-4e12-4ba3-8649-a8b322e36811,莉迪亚昨晚做了一个奇怪的梦。,她梦见自己在学校考试。,在考试的时候，她发现自己忘了穿裤子!,她很不好意思，直接跑出了教室。,莉迪亚希望这个梦是真实的。,当莉迪亚意识到这只是一个梦时，她感到松了一口气。,2
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,亚历克斯需要杂货。,她把要买的东西列了个清单。,她收起了她的可重复使用的帆布袋。,她走到店里。,亚历克斯买了一艘游艇。,她买的是杂货。,2
967f6a24-cefa-4641-a9d6-e9a71b62e0c1,Yolanda讨厌过山车。,凯蒂不明白为什么。,她决定强迫尤兰达和她一起骑一个。,尤兰达吐了凯蒂一身。,凯蒂是她有史以来最幸福的时候。,凯蒂很后悔逼着约兰达上路。,2
10462d65-75a6-4430-974a-e8af56526fce,Tammy喜欢钩织。,圣诞节还有几个星期，她真的没有钱。,她灵机一动，把自己多余的纱线拿去做了一条毯子。,她就给孙子罗蕾蕾包了起来。,塔米很难过，她没有礼物可送。,罗蕾蕾把那条毯子珍藏了很多年。,2
5f02992e-3fc2-4e05-bb1f-a8e81400ff4d,梅琳达想去看一部恐怖电影。,她想自己去证明自己很勇敢。,梅琳达去看电影，买了一张票。,梅琳达在看电影的时候非常害怕。,梅琳达觉得这部电影很搞笑。,梅琳达希望自己带了一个人。,2
d5f61641-8062-410d-9590-699f11ccd85a,我侄女两年前申请了一份RMV的工作。,她得到了这份工作，很兴奋。,他们告诉她，她需要驾照，但她没有。,她向雇主出示了医生的证明，显示她不能开车。,他们决定让她做秘书也行。,她有一个完美的驾驶记录。,1
c94847d6-71da-43c6-981b-5442f6c1efff,Lela在五年前被诊断出患有癌症。,每天都在奋斗。,她几乎每天都去看医生和治疗。,最近几个月，莱拉终于开始好转。,随后，Lela完成了治疗，感觉好多了。,莱拉就从感冒中走出来了。,1
30e8e610-0fbb-4c86-b190-f4934736ab7d,Joyce在5岁的时候被养母收养。,在她被收养后，她妈妈又收养了3个孩子。,乔伊丝喜欢做姐姐，她经常帮助妈妈。,当她自己搬出去后，她也成了养父母。,乔伊斯不久就抛弃了她的孩子。,乔伊斯也一样爱她的孩子们。,2
ede8db0c-1396-4503-b378-55edc720915a,汤姆喜欢放牛。,他每天都这样做。,有一天，一头牛获得了自由。,他到处寻找。,他注意到邻居家田里的牛，没有理会，就离开了。,他找到了那头牛，并把它带了回来。,2
eb6bdd24-5e10-445d-92ce-4744959c1d91,约翰在高速公路上开车。,一辆野马停在他旁边，保持着速度。,他开着他的新Camaro,他们决定比赛。,约翰赢得了比赛。,约翰把车停在路边买了一辆野马。,1
779fbdd3-3e20-43d0-a214-1eea7ad0e3d3,本想在今年的工作中赢得服装大赛。,他花了很多时间从头开始制作他的服装。,为了增加自己的服装，他化了很多舞台妆。,在工作中，大家都对他的样子印象深刻。,本很高兴。,本退出了服装大赛。,1
f9e6bf5f-ba88-4108-994e-529750445ff1,我妈问能不能跟我借100块钱。,考虑到她没钱，我就把信用卡借给她了。,第二天，我的信用卡想买菜时被拒绝了。,公司告诉我，我买了320元的东西。,我让我妈继续用我的信用卡。,我因为妈妈把我的信用卡刷爆了，很生气。,2
3ad5e2e4-fb20-459c-98b3-b9711e753f16,莎拉害怕与他人相处。,她决定强迫自己去参加一个聚会。,在聚会上，她变得头晕目眩，紧张不安。,莎拉认为这已经够了，于是去看了心理医生。,治疗师教给她应对问题的方法。,治疗师告诉她，她很奇怪。,1
a46cdbbd-6cd3-4da5-bc7b-ab131c1bdeae,艾伦在她的医生办公室。,她就要知道孩子的性别了。,她真的很希望是个男孩!,当医生扫描她的肚子时，她屏住呼吸。,艾伦得知自己有了一个男孩，很是失望。,她的医生确认是个男孩！,2
16d64b08-061c-4449-8320-d0a763aa63a4,佐伊因为有一个奇怪的名字而被朋友嘲笑。,她喜欢自己的名字，希望大家不要那么刻薄。,制作了一部新剧，主人公叫佐伊。,佐伊的名字在同龄人中突然变得非常酷。,佐伊很高兴现在大家都喜欢她的名字。,佐伊18岁时改了名字。,1
a61e75c6-7885-434b-bbac-4787ece30449,米兰达刚拿到驾照。,她开着家里的面包车出去兜风。,她开了很久的车。,但后来她发现自己迷路了。,米兰达走回了来时的路，重走一遍。,米兰达为自己的骄傲时刻感到高兴。,1
a13f5ef2-8f1d-4be0-a037-ed2c30656414,鲍勃去看医生了。,医生告诉他，他超重了。,鲍勃意识到，他必须锻炼身体。,他加入了一个健身房，并开始注意自己吃的东西。,鲍勃胖了50磅。,鲍勃身材好了。,2
06ccc957-8b69-4d71-8f6f-4fb686041e5a,龙尼在想大学该选什么专业。,他知道，他的最终目标是当一名教师。,他向职业咨询师请教。,辅导员给了他一份前提条件清单。,龙尼最终决定去做教育。,朗尼把单子扔了。,1
d25df4e7-c94b-4a2d-a2d4-25e34655d0c9,菲尔去公园里散步了。,这是一个暖风习习的日子。,他走在路上碰到了几个朋友。,其中一个人给了他一杯酒。,菲尔口渴了，接受了这杯酒。,菲尔对他的朋友们很生气。,1
09e93773-cb09-4bdb-b1ee-bcf339416c53,桃乐丝的猫怀孕了,她不知道是怎么发生的。,她说服家人把小猫留下来。,结果它生了7只小猫。,桃乐丝一定要买很多猫粮。,桃乐丝去宠物店买了一只新仓鼠。,1
57d1f6e1-cdbc-4df6-9841-5dba89d3e63e,杰里米的母亲并不赞成他的生活方式。,21岁时，杰里米决定搬出去住。,他在附近的一个州找到了一套公寓，有了新的工作。,几年后，他清理了一下，并为自己的生活提供资金。,杰里米不得不搬回他母亲那里去住。,杰里米喜欢承担更多的责任。,2
9c0cccf4-7008-4997-b0a6-2fadfee4fb55,特里意识到他的社区已经被垃圾覆盖。,他希望它看起来像他年轻时一样干净。,他决定每天晚上下班后捡罐头和烟头。,最后，他的邻居也这样做，他的邻居看起来更好。,泰瑞讨厌打扫卫生。,大家都觉得比较好，比较干净。,2
462de42f-37e4-4ad3-9830-ea44e8ff72d5,下班后我想洗个澡。,我从衣柜里拿了衣服和毛巾。,我走进浴室，打开了花洒。,我脱了衣服。,然后，我走到邻居家去借肥皂。,然后，我走进了热水澡堂。,2
7956447f-c376-4355-9297-a9c8399f1aa5,巴里喜欢举重。,他只用他的特制杠铃来举重。,有一天，他忘了带杠铃!,他决定做有氧运动而不是举重。,他总是喜欢在吊床上睡个好觉。,最后他还是得到了很好的锻炼。,2
51de9244-e843-4b94-9722-e43dee4a76ea,琥珀最近工作很忙。,由于其他个人问题，让她压力很大。,她一直很想有一天的休息时间来放松一下。,休息日，她和男友罗伯一起出去玩。,琥珀找不到放松的时间。,他们放松了一整天，琥珀感觉好多了。,2
9d58bb7c-7f32-4642-82cc-925d8dca62f0,卡尔高中毕业后就参军了。,他签了一份短合同，让他上了前线。,他最好的朋友在他面前被杀。,幸福对卡尔来说成了一个陌生的概念。,卡尔和他最好的朋友回家的时候一起出去玩。,卡尔不得不去治疗创伤后应激障碍。,2
343c091e-8c1c-45db-9b05-27eab342d092,当我第一次见到珍妮丝时，她不知道如何敲开核桃。,我不相信她没有这个技能，就能走到人生的这一步。,我主动教了她许多破解坚果的方法。,她接受了。,珍妮丝决定不学习如何破解核桃。,珍妮丝现在是一个核桃饼干专家。,2
7685e3dd-ba3b-4861-9486-ca3f13483afb,艾米一个人从排球训练中走回家。,她打电话告诉她的朋友金，她是最差的球员。,艾米觉得自己说出来就像个失败者。,小金提醒她，今天是第一天，她会进步的。,而在整个赛季中，她一直在进步。,她喜欢打不好排球。,1
b090fb07-e7fd-4c01-ad85-38016522a727,贝丝正在洗澡，听到响亮的敲门声。,她不想回答，等着它离开。,下次洗澡时，她又听到了响亮的敲门声。,但当她冲出浴室回答时，没有人。,贝丝认定自己听到了什么。,贝丝是聋子。,1
2d58e924-e539-40ba-968c-f56efaff1b1a,鲍勃从桌上拿起眼镜。,他把它们塞进背包里，在学校里穿。,他需要他们看到棋盘。,在科学上，他把它们。,鲍勃喜欢使用他的双筒望远镜。,鲍勃能够读懂黑板上的文字。,2
5fb0bd4d-a4df-4adb-9e99-d4fec9a6b10d,我第一次参加中学舞会前真的很紧张。,我很惊讶我的暗恋对象一开始就答应了。,当我们终于有机会跳舞的时候，我踩到了她的脚。,它的结局是坏了。,我开车送她去iHop吃煎饼和奶昔。,现在，她甚至不愿意和我说话。,2
327df8b3-9758-405f-a0af-1e38ffce0cb2,我的朋友有一天晚上出去寻找爱情。,他最后喝得很醉。,接下来我们就知道他在和一个同性恋调情。,过了一会儿，我们失去了朋友的踪迹。,我们的朋友最后在凌晨三点和一个女孩回家了。,我们发现我们的朋友去滑雪了。,1
1471ffe2-1330-48a6-963b-e6798252bac8,本杰明今天去公园了。,首先，他倒挂在猴杆上。,之后，他就从滑梯上滑了下去。,然后他妈妈把他推到秋千上，他就真的高了。,本杰明并不喜欢公园。,本杰明玩得很开心，然后离开了公园。,2
16c0b5f5-3c48-42c3-a5c6-ad5e4e6e4575,我和梅根从学校走到一条繁忙的街道附近回家。,我看到一连三辆蓝色的车从身边经过。,我们决定统计一下蓝车。,我和梅根在路边坐了一下午。,数完车，我们就回家了。,我们就坐下来，开始数车。,1
f7b8017c-fafc-455d-8545-799f4813d10c,凯莉决定举办一个家庭聚会。,她的父母要出远门，所以她决定生一个。,她邀请了她所有的朋友。,到了那里，他们玩得很开心。,凯莉患有神经系统疾病，一直坐在轮椅上。,凯莉及时清理，她的父母一直没有发现。,2
a8ca1926-5d63-4de0-a1e5-d0826fbe0bf0,有一天下午，詹姆斯意识到自己一整天都没有离开家。,他决定去公园里跑步。,他在当地公园的湖边长跑了一圈。,回到家后，他觉得很累，但很满足。,詹姆斯决定再也不出家门了。,詹姆斯很高兴自己决定参选。,2
25df4833-3565-45f6-a354-33c56e8dd8e7,拉斯意识到，他的甲板上已经积了很多雪。,他决定应该铲掉一些雪。,拉斯整个下午都在工作，直到雪被清理干净。,做完后，他就进屋洗澡。,他感到满意。,当他洗完澡后，他就会铲除他的甲板。,1
29a8d6a9-d05a-4be3-9bd3-a138f804eb13,马特怀疑妻子金妮有外遇。,他开始偷偷地阅读她的邮件。,他发现了一些邮件，是另一个人发来的。,看了这些东西，他看到自己的猜测是真的。,马特开始笑了。,马特非常生气。,2
86991c22-02d9-4144-80e7-8531a7a5ccf4,迈克曾经和佩里一起打过球拍。,他们每周会保留几次法庭。,但有一次迈克不小心撞到了佩里的后脑勺。,佩里对此不是很满意。,迈克不得不道歉。,迈克和佩里结婚了,1
9f177a52-fadb-49d9-a25e-6d7d6540fed6,悉尼需要洗衣服。,她把自己的脏衣服按颜色分类。,她把第一件东西倒进洗衣机里。,她加入了洗涤剂和织物柔软剂。,她决定去看电影。,她继续这样做，直到洗完衣服。,2
3c15c1f6-ec72-48c3-abc6-830b9bff0ede,有一个飓风来了，我们不得不疏散。,我们收拾好需要的东西，向岛的另一边走去。,我们和家人一起在那里等待着暴风雨的到来。,结束后，我们收拾东西回家了。,我们发现我们的房子屹立不倒，但却一片狼藉。,我们决定去海边游泳。,1
54656ac3-787a-440a-9c0c-94fa7f19912c,汤姆咬着士力架，感觉到一阵刺痛。,里面的一颗小卵石让他的一颗牙齿断成了两半!,他赶紧去看牙医。,因为是紧急事件，他们马上就看到了他。,牙医给他补了牙。,汤姆那天玩得很开心。,1
46a10ff0-42c4-4136-9cfe-a12661232e2d,鲁弗斯醒来后，发现自己的帽子不见了。,一开始他想不起可能在哪里。,最后他才意识到自己昨晚穿去酒吧了。,鲁弗斯回到酒吧去拿帽子。,鲁弗斯在酒吧找到自己的公文包，松了一口气。,他看到自己的帽子挂在酒吧后面的麋鹿角上。,2
cf720bea-32e6-41f3-be77-d4674b580890,阿莱克西亚很兴奋地得到了一只新狗。,她想要一只新的狗已经很久了。,最后她父母同意给她买一个。,他们开车送她去果核处取了一个。,阿莱克西亚爱上了狗窝里的一只长毛狗。,阿莱克西亚哭了，因为她想换一只猫。,1
50947e83-b0fe-44e9-b5a6-f8039c4f09f2,比尔很穷。,比尔有一份最低工资的工作。,他几乎无法支付账单。,比尔决定获得计算机科学的学位。,比尔开始赚取更多的钱。,比尔做计算机科学家赚的钱比以前少了。,1
841f539a-b6d9-4722-ab19-32f28ab7abfb,简喜欢她的新高跟鞋。,她想把它们穿出去。,她穿着它们去俱乐部跳舞。,不到几分钟，她的脚就疼得不行了。,珍光着脚跳舞，把鞋子放在包里。,珍急着要开踢踏舞学校。,1
37120c4b-0f9d-4467-ac5c-ef999e72ee70,汉娜感觉很僵硬，不灵活。,她决定报名参加瑜伽班来提高自己的柔韧性。,她的瑜伽很糟糕，几个月都没有进步。,但是，她决定坚持下去，继续努力。,随着时间的推移，汉娜变得更加僵硬。,汉娜最终成功了。,2
9d05fb69-73c0-4ac5-8b23-2553b48da81c,老师宣布，将进行一次突击测验。,学生们集体发出了呻吟声。,这是一周内的第二次爆料。,当老师开始发测验的时候，消防警报响了。,学生们欢呼雀跃，因为他们是自由的。,孩子们很生气，他们必须在外面。,1
040ed97b-c8df-41ea-ba95-43cdf36462ce,卡拉担心女儿安安过度劳累。,她看到女儿的空闲时间随着她的新俱乐部消失了。,当安安把一次考试的D带回家时，一切都到了头。,安答应努力工作，请求允许她留在俱乐部。,卡拉告诉女儿，她需要加入更多的俱乐部。,安安的妈妈说，女儿学习的话可以选择一个社团。,2
d466a6af-a2fb-4ebd-948f-c35c85e62e12,吉娜的家人在伊利诺伊州看望她的奶奶。,这是第一天，吉娜是最后一个醒来的。,她去厨房吃早餐。,家里的食物已经吃了大半。,吉娜对房子里的结果很满意。,吉娜很伤心，哭了起来。,2
7f106d09-88a1-4307-8fea-06f32a31157c,詹姆斯要过生日了。,他想要一把猎弓。,他妈妈出去给他买了一个。,他忘了要弓箭。,他去体育用品商店买子弹。,他刻了一些木棍，用来做临时箭头。,2
d0703dac-4538-4a8d-87e3-67246d6ee924,一个叫泰勒的小女孩一直想要一只宠物。,有一天，她的母亲给了她一个惊喜，让她去宠物店。,他们俩进了店里，四处张望。,泰勒很难决定收养哪只动物。,泰勒最后决定选择角落里那只可爱的小猫。,泰勒却决定去买衣服。,1
dacbdd76-ec3a-45dd-8180-bb45899cf5bb,齐克正在举办一个万圣节派对。,他所有的朋友都在打扮。,泽克想过做一个吸血鬼或者巫师。,然后他决定穿上更可怕的服装。,齐克会打扮成一个南瓜。,泽克打扮得像个骷髅。,2
9bec6c96-04a4-4987-a65f-da0fead90691,玛吉向丈夫比尔求婚，要一个后院的游泳池。,他终于忍痛割爱，游泳池安装完毕。,很快，玛吉每周都会举办泳池派对。,在一次聚会上，她看到一个身材婀娜的邻居穿着比基尼和比尔聊天。,玛吉把一把新钥匙放在钥匙链上。,玛吉对当时放进游泳池感到一阵后悔。,2
3eeca3cb-2263-4617-8d42-89786fb986f9,季度马罗西烦躁地低声叫道。,农夫琼斯还是没有给她送来早晨的燕麦。,她觉得自己很调皮，就偷偷地往苹果园里跑。,农夫琼斯不知道栅栏上的低点，但罗西知道!,罗西耐心地等待着农夫琼斯。,罗西挣脱了束缚，前往果园。,2
8489a2b3-cee7-4651-828d-704b1ab51575,瑞克在酒吧里看到地上有一张驾驶证。,他问了问周围有没有人的。,当然不是，瑞克也不想把它留给一个陌生人。,于是他决定驱车前往牌照所有者的地址。,瑞克把许可证扔出窗外。,瑞克把驾照给了司机，让司机很开心。,2
34505e75-67d3-47df-b140-429c87accabb,我昨天开始节食。,我一整天都在吃健康的食物!,今天我在冰箱里看到了披萨。,我的意志力崩溃了，我把5块都吃了。,我觉得很惭愧。,我为自己的意志力感到骄傲。,1
a87edb02-47b3-42df-b3ed-5333cb749436,萨姆和他的妻子正忙着为他们的旅行打包。,他真的很期待这次旅行。,他很兴奋，能和她相处很多时间。,他们收拾完毕后，相视一笑。,山姆想尽快离开他的妻子。,山姆和他的妻子在一起很开心。,2
2c99419a-7247-45cc-8f63-4d423e852f5d,斯坦想和埃里克一起去冒险。,但埃里克的妈妈说，埃里克不能出来玩。,斯坦哀求着，恳求着，但无济于事。,埃里克偷偷溜出家门，敲开了斯坦的窗户。,两个男孩毫不犹豫地出去冒险了。,埃里克很快就睡着了，留下斯坦自顾不暇。,1
f4477125-76c2-4c75-903f-5fa9b31bebe1,布拉德去了海滩。,他做了一个沙堡。,他跳进了海水里。,他和小鱼一起游泳。,布拉德的日子过得非常糟糕。,随后，布拉德在度过了美好的一天后回家了。,2
1a7e5dac-96a0-4fc8-8c2f-e5edbaee45ca,我们的小狗到外面去玩。,他在泥巴里打滚，泥巴被他的皮毛缠住了。,一进屋，我们就把他送到了卫生间。,他跳进浴缸里洗澡。,我们给他洗了个澡。,当我们结束时，我们的小狗满身是泥。,1
cf5a5e9f-3af0-465d-9faf-3833a586e42e,杰瑞刚学会骑自行车，兴致勃勃地去骑车。,他开始在他家附近的街道上走，当时他撞到了一个坑。,他的自行车立刻停了下来，把他掀翻在地。,他躺在那里大喊救命，却不见人影。,杰瑞的母亲花了二十分钟才找到他。,杰瑞迫不及待地想进行下一次自行车旅行。,1
1cb2a8b6-8873-48a4-a778-02291cb7ca56,我决定去拜访一个我在网上约会过的人。,我从未见过她本人，但我相信她。,飞机飞行了几个小时。,当我到了酒店，她说她在前面。,我上了飞机，飞回了家。,我走进去，看到了她。,2
7e7704ee-3070-47e8-bde3-8ab6ba8ac305,我雇了一个社交媒体经理。,我以为它们会给我的网站带来更多的流量。,他们大部分时间都在阅读别人的帖子。,我的流量其实在接下来的一个月里就下降了。,我决定解雇我的新社交媒体经理。,我决定给我的新社交媒体经理加薪。,1
fa0cba9c-0e7b-412e-a5ef-08065139b2dc,萨姆的父母周末出去玩了。,他决定举办一个聚会。,很多人都来了。,聚会的人最后把房子砸了。,萨姆的父母很不高兴，他们错过了这个乐趣。,萨姆遇到了真正的麻烦。,2
737d2e8c-d15c-4ac5-8288-01532a5f794f,今天是开学的第一天。,我穿上了妈妈买的新衣服。,我认识了很多新朋友。,我最喜欢的课是音乐。,我在学校过得很开心。,我讨厌学校,1
5af5c599-4191-4c4a-b4a4-88c750c488f3,山姆买了一台新电视。,它不会打开。,他按了几次开机键。,最后杰布过来看看。,杰布打开了微波炉。,杰布把电视插上，它就开了。,2
e92781bd-beee-4be6-ba37-0e2f7c258864,有一天，玛蒂尔达非常无聊。,于是，她从电话簿里选了一个名字和地址。,她写了一封愚蠢的信给那个随机的人。,而收信人也给玛蒂尔达回信了!,玛蒂尔达就收到了哥哥的信。,玛蒂尔达被告知不要再给他们写信了。,2
f9412344-ca37-4c8f-849f-62f2859905e7,比尔和泰迪一起在酒吧。,比尔注意到一个漂亮的女孩。,他上前调侃她，但她不喜欢他。,他喝多了，不能好好说话。,比尔小心翼翼地把那一列八位数的数字加起来。,比尔和泰迪大声地谈论着美女是多么的自大。,2
