InputStoryid,Enter sentence 1,Enter sentence 2,Enter sentence 3,Input sentence 4,Random Fifth Sentence Quiz 1,Random Fifth Sentence Quiz 2,Answer the right end
0bce7a95-175d-41d0-bb5d-21e759baf220,Brad and Alison love Texas country music.,Brad found out there was a concert nearby.,He invited Alison to go to the concert with him.,Alison accepted the invitation.,They all had a great time at the concert.,Brad decided to go to a rock concert.,1
8e39f61f-2d96-460d-b99e-daf36af614f0,Melissa had wanted to become a TV news reporter.,"Even from a young age, she practiced for the camera.",Her obsession has followed her to school.,She went to university to study journalism and achieved high grades.,"After graduating, she was offered a job at NBC News.","After graduating, she found that she hated journalism.",1
2eddce77-d52b-4352-914d-ef4a7b787e56,It was snowing heavily and school was called off today.,"The children put on their coats, hats, gloves and boots and went outside.",They have built a tall snowman and a snow fort.,They had a snowball fight.,They take off their clothes and go into the sun.,They went inside to roast marshmallows.,2
7f0ff4e8-3c77-41a5-8107-916dd66cb22d,I was walking to the mall.,Someone called me and I decided to pull out my phone.,I had a hard time getting it out as my pockets were very tight.,The phone ended up popping out of my pocket.,I decided skinny jeans were always a good idea.,I almost dropped my phone.,2
30714d1c-ab3d-4084-9084-5a44f39e0df4,Gary was nervous about his results.,"Recently, Garry failed both his maths and English exams.",Good grades are required from Gary to make the football team.,Gary's coach found out about his failing grades and talked to him.,"If Garry doesn't improve his results, he will leave the team.",Gary and his coach agreed that Nike made good sneakers.,1
6b0839e1-5e9f-4c62-919c-5c8f73e016aa,Evan complains about everything.,"His girlfriend started cooking for him, but he said it smelled bad.",She was upset!,"She left in the middle of the meal, leaving it unfinished.",She and Evan broke up.,Evan was delighted.,1
d1857e28-aa9a-4afe-9132-ab27a8477924,"John teases his sister, who says that yoga is an exercise.",He thinks he's in good shape because he plays basketball.,"One day, his sister took him to a yoga class.",He can't keep up with all the women.,John felt ashamed.,John is proud.,1
0d5e139a-4fe1-4652-85b5-7979d430391d,Ava needs to go shopping with her two year old.,But she had searched everywhere and couldn't find his shoes!,She decided she had no choice but to buy him new shoes.,She carried him into the shop so she could pick out a new pair.,Ava is a neglected mother.,Ava has taken good care of her son.,2
58735e26-2846-48fd-becf-e5f204ab1a95,Harry was tired of the summer heat.,He decided to go swimming with his friends.,Harry called his friends and made plans.,They all meet at a local lake to drink beer and swim.,Harry and his friends had a great time at the lake.,Harry has always hated water.,1
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny wants to learn how to make fried rice.,His friend decided to teach him.,His friend came to his house to teach him.,Danny tried to do it for himself.,Danny hates girls.,Danny did a great job.,2
4149fd90-e58e-415d-ad22-f41dd5ae98a8,Megan has been employed by a company as a Scientist II.,She loves her job and is very good at it.,"A year later, Megan wanted to take on more responsibility at work.",She talked to her boss and had a review.,Megan hopes she will be promoted.,Megan decided to resign.,1
56122b9c-8efb-40de-a343-88f7533689e1,The core broke her parents' glass antique vase.,She was afraid of being caught.,She swept the cup under the carpet.,Her parents came and took their shoes.,The parents of the core hurt their feet on the glass.,They decided to congratulate Corry.,1
7af07696-728f-4f63-b975-69c0a251d8f9,Bob was given a Rubix cube for Christmas.,He struggled to unravel the puzzle.,"Eventually, he was able to solve half of the problems.","However, a complete solution is still difficult to achieve.",Bob worked hard and then finally solved the puzzle.,Bob then gave up video games.,1
3b172e2b-ab39-4278-8ca5-ad5f5d906743,Susie decided to make her grandmother's spaghetti sauce.,She made the sauce.,She added mushrooms.,She added the seasoning.,Susie's relationship with her grandmother remains complex.,Susie tasted the sauce and it tasted just right.,2
2b6218cf-27eb-4dc3-addb-84cee6617e80,Last weekend I wanted to buy some pairs of shoes.,"I needed a new pair for work, so I had to find a place to go.",I decided to go to the mall because they had a great variety.,"When I got there, I quickly went to the shop I had chosen.",I found the perfect pair of shoes and bought them.,I bought a taco in the food court.,1
95ca9c40-0826-4efd-9f2f-0bc3828e1dff,Gabby doesn't have much money.,She was working a minimum wage job.,She spent the rest of her money on lottery tickets.,She crossed it out when she got home.,She hoped the ticket was a winner.,"Before she finished, she decided it was a waste of time.",1
238532df-07c1-4db7-9ac8-1b5aa86a92d5,Annie's grandfather needed a heart transplant.,He spent a long time in hospital.,"When the transplant took place, her whole family was terrified.","However, he is recovering well.",Anne's family is delighted with the result.,Anne's family is devastated.,1
a99209f1-2b57-4b5e-9216-0606cc005e90,"When I was five years old, I moved.",I had to go to a new school.,I felt so alone on the first day.,A child came up to me and introduced himself.,I don't feel so alone anymore.,I felt even more alone.,1
131cc240-f6e0-4a76-81b8-aa6daf09e8f4,Larry has a fear of heights.,"He always plans his travels, avoiding any tall bridges.","Unfortunately, one day Larry was diverted to a different route.",Larry began to sweat as he saw the bridge looming before him.,He turned and chose a different route.,Larry laughed happily as he drove across the bridge.,1
c19bebdd-ac5b-413e-9052-1a5e15e5b31c,Geoff is a very quick thinker.,He can get out of any situation he doesn't want to encounter.,All he had to do was come up with an excuse to leave on the spot.,He uses this a lot when he doesn't want to talk to his in-laws anymore.,Geoff enjoys visiting his in-laws.,Geoff hates spending time with his in-laws.,2
d1eef4fb-c303-4226-9519-54211561b425,Binbin decided to give the cat a bath.,She picks up her cat from the deck.,Then she filled the bath with water.,Binbin coaxed the cat into the water to wash it.,This cat ended up getting dirty.,The cat ended up squeaking.,2
006aa20e-51a7-48ea-8e1d-572f24cf1551,I ordered a family meal at a Chinese restaurant.,"As soon as I put it on the table, my family attacked it.",They ate a lot out of their meals.,"After everyone had eaten, there was no more food.",I'm glad we found a new favourite restaurant.,I told the manager I wanted to complain.,1
afd57a88-0c82-4116-a43f-6fcb8fdc9c09,Ben didn't notice as he walked across the windowsill.,He waved his hand.,It hit the cactus sitting in the window.,His hands were full of small needles.,Ben's hand feels great.,His hands were already sore and he had to pull out all the needles.,2
ecd647bb-a30b-405d-913e-3a19011b092d,This week it was Nate's turn to sweep the floor.,He was notoriously lazy.,He decided to pay his roommate to do it for him.,The roommate took the money but never did anything about it.,It took Nate a while to muster the courage to confront him.,Nate and his friends laugh at his dog's behaviour.,1
d0bd7fc2-5e86-4ffa-9f98-a0a166ce3d47,Elena is a small person and very insecure.,She thought no one would want to date her.,One day she met a very nice full size man.,They started dating and he accepted her terms.,"Six months later, he proposed to Elena.",He takes a full-figured woman to the company's holiday party.,1
a08e92e0-8aab-4f08-8bad-799b20d8b750,"When Jay learned that her sister was pregnant, she was nervous.","Although she was happy for her sister, she dreaded being an aunt.",Jay knew that there would be a lot of blame to go around.,"But then, she finally came home from school and saw her nephew.",Jay thinks her nephew is ugly.,Jay knew immediately that his fears were unfounded.,2
17277360-5208-4dc2-b98f-da9dea534211,Dahlia bought a TV for her living room.,She asked the shop to deliver the TV to her home.,Dahlia was excited when the TV was delivered.,Television is her favourite thing.,Darla turned on the TV and started watching a film.,Darla smashed her TV with a rake.,1
cbdf5369-ed2d-4534-9e68-7e1641969043,White roses are Lily's favourite flower.,She planted them in her garden.,"One day, she pricked her finger on a thorn.",She didn't think anything of it.,Lily's finger had to be amputated.,The needle became infected and she had to take antibiotics.,2
816af3a0-0d30-4901-bb69-dc905f107636,Jimmy's mother is sick in hospital.,He went to see her in hospital.,Jimmy sent her flowers and a get well card.,Her mother was very affectionate.,Jimmy's mother is starting to get better.,Jimmy hated his mother.,1
df8c7222-a0e5-4723-ae50-e2e77e5d2410,"One morning, Sammy had a terrible stomach ache.",But she forced herself to go to school.,"As she approached the bus, she thought of turning back.",But she felt it was too late to change her mind.,She sat on the curb and watched the bus drive past her.,She went to school and the suffering was over.,2
690bf721-0de0-440e-a9ed-69b056fc63b4,Carmen had everything ready for her trip to Tanzania.,She found a taxi to the airport.,She quickly passed through airport security.,She made it to the plane on time and found her seat.,The plane took off and Carmen relaxed.,Carmen immediately got off the plane.,1
91f9d1d9-934c-44f9-9677-3614def2874b,Sandy lives in New York.,Sandy had heard that there was a dangerous blizzard coming her way.,Sandy was determined to make sure her home was ready.,"During the storm, the power went out.",Sandy decided to go outside and build a snowman.,Sandy came prepared.,2
322bbb17-93b9-4a7d-9533-4b1689d2c8ac,Quentin doesn't usually like to attend company events.,"Although he doesn't mind his colleagues, he likes to be alone.","One day, he decided to attend a company party.",He ate some fries to help himself not feel embarrassed.,Quentin ended up enjoying the party.,Quentin likes all being them with all the people.,1
d5ddd22e-a842-43f0-ac12-1968e25a6692,I used Mister Spice sodium-free sauce.,I'm on a low sodium diet.,Yesterday I tried to buy a few bottles online.,The computer keeps rejecting my orders even though the card is active.,I was delighted with how easy it was to place an order.,Finally the sale was a success.,2
be1b3d0d-1d1c-431d-8d08-a0585bd1b57a,Dan wants to go to school dressed as a devil for Halloween.,He was afraid to ask his father for a costume.,He asked his grandmother instead.,She tells him to go because the devil is evil.,Dan's grandmother has dressed up as the devil.,Dan made his own devil costume.,2
7aec4c2f-addd-433b-bf51-3fccc53b35bb,I bought a horned toad when I was ten years old.,It was in a department store.,This toad looks very fierce.,"We tried to feed it, but it wouldn't eat.","Eventually, the horned toad dies of starvation.","After a few weeks, the horned toad was very fat.",1
ac3d0720-2b2c-4700-be89-c59ede839c4c,I met Nancy for the first time today.,"Before she left, we exchanged phone numbers.","Although after being gone for a while, she kept messaging me.",I decided to call her and tell her not to call me again.,She likes to eat bananas.,I never heard from her again.,2
a51306ff-2184-4744-88ca-83145944ed38,Yesterday Kelly went to CVS to buy some sweets.,"She walked up and down the aisles, looking for what she wanted.","To her surprise, however, she runs into an old friend.",The two men chatted for a while.,Both men were arrested.,Her friend ended up helping her buy the sugar.,2
6fba848e-7b8c-4d7b-9eab-40f8d2add906,Don had a few hiccups on his first day at the dock.,He was nervous around heavy machinery.,"On one occasion, he dropped a heavy load.",Almost hitting a colleague.,Don is glad that he is not nervous at work.,Don knew he had to progress.,2
247bcc69-4e51-4a1b-ae20-839ab1df13c9,Dar needs money to go to university.,He started doing the books for a local gang.,He was examining the gang's books when the FBI raided them.,He was accidentally shot and killed in the crossfire.,Dahl has made a bad decision.,Dar made a wise decision.,1
c428bf27-8192-4ad2-9b66-dd07314804bd,Today is picture day at school.,Alice was excited because her mother had bought her a new outfit.,She got up and got dressed while her mother fixed her hair.,The photographer said she was very beautiful.,Alice felt good after the photographer complimented her.,Alice frowned as the photo was taken.,1
37d942c0-21f8-4cde-be56-abb85318a379,Nila's mum has been diagnosed with stage 4 cancer.,Nila knew that her mother did not have long to live.,"Before she died, Nila made sure to give her mother a good life.",Nila and her mother have nurtured many fond memories together and they are very happy.,Nila did not care for her mother.,Nila loved her mum.,2
3cf436ec-b46d-47ff-823a-f67efee8a4cb,A mother looks at the face of her newborn baby boy.,She dreamed of their future together.,Her dream was to give him the childhood he had not given her.,She has sacrificed time and energy to accomplish her goals.,The boy survived his childhood with bitterness and happiness.,The boy had a very happy childhood.,2
41585929-5484-4dd6-8e41-88f4ef6801aa,Jessica and her brothers are very excited about Christmas.,They go to bed early so they can wake up early.,They woke up and ran to the Christmas tree.,There is only one box under the tree.,Jessica wondered if they had gotten up too early.,Each of her brothers opened their Christmas presents.,1
2dc626a9-20b0-4485-9a8d-cc8c320c5d55,Both Jan and Kim use the Montessori model of education.,Little Kim decided to take all the dragons and fantasy books from the child.,Jan was unhappy with this decision by Kim.,Mr. Young believes that imagination and fantasy are important.,Jan threw the book away.,Jan got the book back.,2
cc855cce-17ad-4ae7-84df-ba2888b56fa1,"On the first day of school, I walked there with two of my best friends.",We were all very nervous.,"When we arrived at school, we checked the list of Year 3 classes.",All three of us were assigned to the same classroom!,We couldn't believe our luck.,All three of us were disappointed.,1
e1e9d4c3-0dcb-4ef0-b558-2563e36088ff,Jeff was angry because his neighbour's dog was always barking in the morning.,And the sound of barking dogs always woke Jeff up very early.,"One day, his neighbour gave away his dog.",And Jeff was glad that he didn't hear the dogs barking again.,Jeff can finally get some peace and quiet.,Jeff will miss the dog.,1
ce4b43b2-79e1-4874-9f39-0b9540ec71ad,Holly asked her brother to put sunscreen on her back.,He applies it slowly and very carefully.,"Later that day, Holly wondered why everyone was laughing.",She later learned that her brother had made a design with the lotion.,Holly shouted at her brother to get back at him.,Holly gives her brother money as compensation.,1
459330e7-0e14-46e7-a482-b9df82b6622d,I used to make fun of my wife for having a night light.,She was out of town for a few days and I slept without it.,I tripped and fell when I woke up in the middle of the night to fetch water.,I couldn't see the clothes on the floor and was beaten and bruised.,I decided to get rid of the night light permanently.,I never made fun of my wife and her night light again.,2
128450e2-4f28-4a20-a5b5-91805a6eef05,Amy decided to move from Wisconsin to Florida.,She had been planning her move for months.,"On moving day, she said goodbye to her friends.",She drove to Florida alone.,"However, she found Alaska to be a very interesting place.","Yet without her friends, the experience would not have been fun.",2
91afa299-8aac-4ee9-8013-276d15a7769c,Today I went to the beach with the children.,We brought a frisbee and a ball.,"While playing in the water, a few more people joined in.",It feels good to make new friends.,I enjoyed meeting some new boys.,"All in all, it was a great day of walking.",1
668e7d13-1250-4c4c-b3a9-f3965644e4f9,"It was Friday night, so I decided to rent a movie.",I went to Redbox and bought one.,"After spending an hour deciding, I finally chose The Departed.","I came home, made some snacks and then went to put on a movie.",This is the best film I have seen in a long time.,I took a shower and went to work.,1
7e5ecab4-a9c4-40e7-a61f-69d59c15b87b,Paula wrote a lot of spoken word poetry.,"Her friends were very supportive, even though the situation was terrible.",They invited her to a party.,Paula began to deliver some spoken words.,Her friends applauded her poem.,Paula tore up her poem.,1
edb9e202-4c9e-4bb7-a18c-daa472a22092,"When I got off the school bus, I realised that my phone was missing.","Because of the service on it, I decided to cancel it.",The customer service representative did it for me.,"In addition, he said that there was a phone call to Jamaica.",I know someone stole it.,I knew someone would call back soon.,1
ea22e460-6e1d-4271-8153-78da7900c0a1,Today is Iris's 5th birthday!,Her mother had prepared a surprise party for her.,All her friends were there.,She opens her present and eats the cake.,Iris had a great time at her party.,Iris decided never to eat cake again.,1
f7efb395-97a8-424e-b2c0-b400eaa5831e,Tina always wears a red bikini when she goes to the beach.,She was notorious for the fact that everyone expected to see her in a,"One day, she surprised her friends by meeting them in a blue bikini.",They couldn't understand why she was dressed differently.,"They love the new bikinis, though.",Tina's friends know how unpredictable she can be.,1
51498810-6e27-42c5-ad73-04e2466792b0,Ted has always dreamed of being a homeowner.,"However, he had feared that this was a goal he would never reach.","One day, his father actually said he would help Ted.",Ted's father helped share the down payment for Ted's house.,Ted says he doesn't want to be a homeowner anymore.,Ted was grateful for his father's help.,2
14d386a1-4753-4bd0-a752-bbb21e13d8dc,Evie wandered around the castle for a few hours.,She explored every nook and cranny of the structure.,Her supervisors quizzed her on what she had learnt.,She answered their questions brilliantly and with ease.,She is proud of herself.,She fled in fear.,1
cb0c7433-daed-487a-ab74-36d05f277fa9,Ed and his twin Ethan look at women online.,Then they saw the profile of the two twin ladies.,They called Sami and Sarah and arranged a date.,All four had a great time on their date.,"A few years later, both couples were married.",They decided not to see each other anymore.,1
d0e044bd-b49a-4078-8519-a04a9997b195,Marco is starting a new job today,He wanted to look good on his first day.,Marco decided to put on a tie.,His new boss was impressed with his good looks.,Marco was pleased that he had made a good impression.,Marco was horrified by his boss's reaction.,1
4865f73d-e8f6-4063-8edb-fe3a8088dffa,Tim wants to travel abroad.,He had never been on a plane before.,He decided to take a plane to China.,He actually enjoyed the flight!,Tim vowed never to fly again.,Tim started to fly to many places.,2
c248eb07-6e5e-4c33-a08e-9cded809d238,Lucy has an exam at school tomorrow and she has barely studied.,It was late and she had to go to bed.,The next morning the school was hidden due to the snow.,Lucy was lucky enough to spend the entire day off studying for her exams.,Lucy passed the test.,Lucy did not pass the exam because she did not study.,1
1a9a1b68-b971-4eec-9706-4d109934e8be,Fred loves mystery novels.,He used to read at least one a month.,"When his friends found out, they bought him one as a birthday present.","But unfortunately, he began to be irritated by this attention.",Fred told his friend that he was taking a break from mystery novels.,Fred has set up a mystery novel book club for his friends.,1
c3ff170b-8e5d-45db-be5b-e3d53e1f5104,Tia owns her own bakery.,"In her bakery, she makes beautiful cakes.","One day, she found herself out of flour, although she had a large order.",She called all over town and finally found some.,Tia was disappointed.,Tia breathed a sigh of relief.,2
81f93432-7994-426d-a6ce-02685ef26b48,Sarah went to the water park with her friends.,They paid for their tickets and put on their swimming costumes.,They waited in line to see the biggest slide.,They came down the slide and had a great time.,They vowed never to return.,They went back the next day.,2
4945b9f6-77ec-4bd0-b7c1-bbc093d07302,Jeb was building the statue in stone.,He made one that looked like a turtle.,Sam came in and knocked it down.,Jeb started to cry.,Sam laughed and ran away.,Jeb was excited to build a new one.,1
dd38b8f9-8005-4bbd-8274-031b6cb67861,Jeff is going on an outing to the rainforest with his class.,Jeff is excited and can't wait to go.,"When Jeff arrived, he was very disappointed.",The forest in the rain is not exciting and there is not much to do.,Jeff had a great time.,Geoff was bored and upset.,2
19242426-8575-4299-9ab5-ea59e7b28062,Danni is a nurse in the intensive care unit.,"One evening, her estranged father was one of her patients.","Dani was reluctant, but she treated her father.","As he got better, the two were able to talk.",Dany was not surprised by what happened that day.,Dani knows her father better than that.,2
21a8fb15-2612-4fd0-9b10-675eb9473360,Ella spent the day in the sun.,She forgot to put on sunscreen.,She's been burned!,But it soon faded and turned brown.,Ella looks great and gets lots of compliments.,Ella spent the next day in the rain.,1
e6738c40-9d0c-4fea-a1be-44e90ce630c1,Neil has just arrived in Kenya.,He joined a safari tour.,They saw all sorts of exotic animals.,Neil took picture after picture.,He was wounded by a lion.,Neil compiled a photo album when he arrived home.,2
ee914e56-5e79-4560-a712-12b961e9baff,Gina decided to bake an apple pie for the first time.,She was very careful to follow the recipe exactly.,"After putting the pie in the oven, she couldn't wait to try it.",It turned out to be delicious!,So she decided to throw it in the trash.,She shared the recipe and the pie with all her friends.,2
06eef9c5-1b05-4d08-961c-fdefdb74d6ea,Pablo wanted a jaw crusher.,However he had no money.,He rummaged through his wardrobe to see what was available for sale.,He found a teddy bear and sold it for 50 cents.,Then he bought his sweets.,He used it to buy some sodas.,1
d6e10b5b-63bc-4c96-81c9-28f82a80c11f,Anna has rented a warehouse to host a large party.,The decorations are nice but something is missing.,Then Anna realised - they needed a disco ball!,She secured a rented ball from a party supply company.,Anna was disappointed.,The party went very well.,2
b701052f-4728-4ea5-b215-f8c566d33d7c,There was a big basketball game in the gym.,I play on the same team as my friend.,The game became close and in the end both teams were tied.,There were four seconds left on the clock and we needed to score.,I threw the winning shot to win the game for our team.,I walked off the pitch and never looked back.,1
4239c107-0a2c-4ab7-8763-c521cd06b180,Dirk is an excellent pianist.,He is often out performing in public for money.,"During his last performance, one of the keys broke off the keyboard.","He finished the show as well as he could, but the music was poor.",Dirk was embarrassed.,Dirk likes the sound of that.,1
7fb56f8e-afb9-4510-9abf-4be01e8a66f5,I bought a phone case with a lanyard.,I need one for my phone.,The case arrives without a lanyard.,"The website says this case has a stand, but no lanyard.",I gave the phone back to him.,I feel so stupid.,2
0fadf7fd-62f1-4d61-901d-cda9174b2f7a,I changed the sheets on the bed last week.,I'm tired of the old ones.,The new one looks better and feels better.,I think I'll keep them.,I'm glad they're not expensive.,I plan to cut them into strips.,1
648cf01c-fcf2-4ce1-8f9d-235cf788ba25,Chase really wants a new toy.,His mother will not buy him new toys.,She advised him to save his pocket money.,He saves his pocket money.,Chase has bought himself a new toy.,Chase has run away from home.,1
1bed450a-2a30-4431-84d3-1361cd1423da,Renee was inspired by the music of Eddie Van Halen.,She decided to learn to play the guitar.,She bought an electric guitar and an amp.,She hated to press her fingers against the strings.,Renee decided she had to get used to it.,Renee is glad she decided to learn how to play the drums.,1
a31f32a1-af69-4a84-b713-f8917cc1565a,Bill went fishing and caught a lot of fish.,He caught so many that he had to give some away.,His neighbours were poor and grateful for Bill's fish.,The neighbours are finally back on their feet.,Bill's neighbours sued him for making them poor.,They baked some bread for Bill as a thank you for all the fish.,2
355efc45-5233-40b3-ab77-d6281fb11710,The internet went down last week.,My wife and I were bored out of our minds.,Every other option available seems boring.,In the end we just drank and talked for a while.,In the end we still had a great time.,We were happy that there was no internet and that we could drink.,1
67f56ec7-d96c-4f97-a837-0532ce002125,Tim has wanted to make music all his life.,"Tim has been practicing all day, every day.","When Tim had enough songs, he called a record company.",The studio decided to record him and Tim was delighted.,Tim decided he didn't like music.,Tim became a professional musician.,2
c816e74e-8cc8-4f01-960c-78724f118a87,Alex suspects that his cat Tigger may have fleas.,Tigger scratches himself day and night.,Alex took Tigger to the vet for a diagnosis.,The vet confirmed that Tigger did have fleas.,They gave him flea medicine and he was fine.,Alex decided not to prescribe medication for the cat.,1
180c876f-d5d2-4397-a9bc-bdae30d5954c,Haley is a young scientist in a prestigious laboratory.,"Every day, she works hard on her current project.",One of her colleagues was secretly stealing her research.,Haley discovered this when it was published in a scientific journal.,Hayley felt betrayed.,Hayley felt admirably supported.,1
db608f6f-3c58-4aba-bd8e-c5ceb0aaf835,Sam wants to have a party,Sam invited all his friends and neighbours.,The party got extremely wild.,All the guests left the party in disgust.,Sam became a party planner.,"The next day, Sam had a bad hangover.",2
dcca12a5-2470-4041-a22a-032ccc5ac018,"Tom is talking to his wife, Becky, who is having a bad day at work.",He decided to bring home her favourite meal as a surprise.,"On the way home from work, there was a lot of traffic.","After getting the food, he arrived home much later than planned.","But as long as they hugged and ate their dinner, everything was fine.",Tom decided to make a trip to the casino and he ignored his family.,1
2e6e714e-8b83-4eae-9370-d1d4afbc4e5a,They have to choose a cooker for the new house.,They cannot decide on a particular brand.,They like the durability of the Viking.,They also like the deal with Thermador.,They don't need the cooker anymore.,They decided to purchase a Viking stove.,2
9e54392e-74ed-404e-8fb3-f11fc885762d,Jasmine is not studying for her big maths exam.,She felt she could improvise,Molly soon realised that this test was very difficult.,She decided to cheat by reading her neighbour's newspaper.,The teacher caught her and gave her a detention.,The teacher caught her and praised her for her cleverness.,1
702267f4-b51a-4366-bbe4-fe3d5f94077d,Sam moved to Los Angeles to become a movie star.,"He didn't have much money, but he thought that going was the only way to go.","Two months later, Sam slept in his car and broke down.","One day, he went to the Chinese theatre to beg.",Sam felt quite hopeful.,Sam felt depressed.,2
9af012e3-d6c8-4a60-9f51-6379ba446742,Darren was late for work and couldn't find his car keys.,He looked all over his house.,He asked his wife if they were.,She told him to check his pockets.,Darren turned off his computer.,He had no keys in his pocket.,2
5dc94086-80d4-4196-9914-7b4d3f487c3e,I had a job interview last week.,My best friend helped me pick out a new tie.,We went to the shop for a couple of hours looking for it.,I found three that I liked.,I bought a bow tie instead.,I bought them all.,2
f389d1ce-da4e-4843-94a7-62656df6fb10,Harry loves hockey.,He decided to sign up for the local league.,Harry took part in the team trials.,Harry is hoping that he does well enough to make the team.,Harry then quit his hockey team.,"A few days later, Harry heard that he had made the team.",2
ac39ee93-4288-4302-aa7b-757fca64f2fb,Sue is riding an elephant in the zoo.,"She loved it at first, but then got scared.",She began to cry for her mother.,The zookeeper had to stop the elephant and let it.,Sue's mother took her to pet a goat instead.,Sue continues to ride the elephant.,1
7b95d4d5-1ee9-4f1f-9d7e-2c6ff459054b,Hannah is an amazing artist.,She always had a natural gift.,She decided to enter an art competition.,"Thankfully, she was able to win the top prize.",Her parents insisted that her grandmother do most of the sewing.,Her parents are very proud.,2
e2d48e18-276a-4de1-81af-594cf54c2a90,Jim is taking out the rubbish.,He slipped and fell on a piece of ice on the pavement.,Jim fell hard to the pavement.,Jim felt something break in his arm.,Jim decided to do a handstand.,Jim was injured and had to call 911.,2
186cfc69-54cf-46d5-8033-8bf2493e9b23,I hate doing laundry.,Matching socks is a terrible waste of time.,Every time I do laundry my socks get lost.,I'm tired of looking for matching socks.,I found it easy to do the laundry.,I threw away all my old socks and bought all plain white ones.,2
a0ecc896-63d6-4f4f-8960-24c4fb3db4fe,James is twelve years old and loves good food.,"Before today, he had never really thought about cooking.",His mother asked him to help with the food.,James learned to have fun and be creative with his cooking.,James decided that he wanted to be a chef when he grew up.,James never cooks again.,1
d485e612-1b3c-4b67-a9f0-ef432ff4fcee,Li knew her mother needed new gloves but couldn't afford them.,So Lee began knitting a pair.,She rushed to finish them before Christmas.,Then she gave them to her mother.,Lee's mother is proud of her daughter's thoughtfulness.,Lee's mother threw the gloves at Mr. Lee and left the room.,1
c08b9f9a-5d56-4701-92d4-3edef2ccec62,Jennifer is a professional copywriter for a major city.,"She does a good job, but always receives bad reviews.",Jennifer finds out that her boss is trying to sabotage her job!,She decided to confront the negative remarks of her boss.,Jennifer thanked her boss for being fair.,Jennifer stormed into his office and straightened her boss out.,2
86ab603e-0455-4347-a1ce-4a375f4495a8,Lorraine is a softball player.,She is the best in her team.,"One day, during a match, she sprained her ankle badly.",She can't play anymore.,Lorraine was thrilled!,Lorraine was really sad.,2
2290ba2a-137b-4047-aeec-cb133268a238,Abby and Tammy are best friends.,They both like to do fun and creative things together.,Together they decided to make friendship bracelets to give to others.,Abby made five and Tammy made seven more.,Tammy never spoke to Abby again.,They decided to keep the bracelet for themselves.,2
2b635efb-e1b0-44de-beb8-4f9b9ef62876,Sal is angry because his parents are moving.,They are moving to the eighth floor of a building.,He hated living so high.,"After the move, he looked out of his bedroom window.",Sal threw the pillow out the window.,The beautiful scenery made him change his mind.,2
22f5e67b-4e12-4ba3-8649-a8b322e36811,Lydia had a strange dream last night.,She dreamed that she was taking exams at school.,"During the exam, she realised she had forgotten to put on her trousers!",She was so embarrassed that she ran straight out of the classroom.,Lydia wanted the dream to be real.,Lydia felt relieved when she realised it was only a dream.,2
73cf4b3f-604a-431d-8b5d-8e03b0cfb67a,Alex needs groceries.,She made a list of the things she wanted to buy.,She put away her reusable canvas bag.,She walked to the shop.,Alex bought a yacht.,She buys groceries.,2
967f6a24-cefa-4641-a9d6-e9a71b62e0c1,Yolanda hates roller coasters.,Katie couldn't understand why.,She decided to force Yolanda to ride one with her.,Yolanda threw up all over Katie.,Katie is the happiest she has ever been.,Katie regretted forcing Yolanda to go on the road.,2
10462d65-75a6-4430-974a-e8af56526fce,Tammy loves to crochet.,Christmas was still a few weeks away and she really didn't have any money.,She had the bright idea to take her extra yarn and make a blanket.,She then wrapped it up for her grandson Lorelei.,Tammy was sad that she had no gifts to give.,Lorelei has treasured that blanket for many years.,2
5f02992e-3fc2-4e05-bb1f-a8e81400ff4d,Melinda wants to go and see a horror movie.,She wanted to prove to herself that she was brave.,Melinda went to see a film and bought a ticket.,Melinda was very scared while watching the film.,Melinda thought the film was hilarious.,Melinda wishes she had brought someone with her.,2
d5f61641-8062-410d-9590-699f11ccd85a,My niece applied for a job with the RMV two years ago.,She was thrilled to get the job.,"They told her that she needed a driving licence, which she didn't have.",She presented her employer with a doctor's certificate showing that she could not drive.,They decided it would be OK to make her a secretary.,She has a perfect driving record.,1
c94847d6-71da-43c6-981b-5442f6c1efff,Lela was diagnosed with cancer five years ago.,It's a daily struggle.,She goes to the doctor and for treatment almost every day.,"In recent months, Laila has finally started to get better.",Lela then completed her treatment and is feeling much better.,Laila then came out of her cold.,1
30e8e610-0fbb-4c86-b190-f4934736ab7d,Joyce was adopted by her foster mother when she was five years old.,"After she was adopted, her mother adopted three more children.",Joyce loves being a sister and she often helps her mum.,"When she moved out on her own, she also became a foster parent.",Joyce abandoned her children soon after.,Joyce loved her children just as much.,2
ede8db0c-1396-4503-b378-55edc720915a,Tom likes to herd cattle.,He does this every day.,One day a cow was set free.,He looked everywhere.,"He noticed the cows in his neighbour's field, ignored them and left.",He found the cow and brought it back.,2
eb6bdd24-5e10-445d-92ce-4744959c1d91,John was driving on the motorway.,A Mustang pulled up next to him and kept up the pace.,He drove his new Camaro,They decided to play.,John won the race.,John pulled over to the side of the road to buy a Mustang.,1
779fbdd3-3e20-43d0-a214-1eea7ad0e3d3,Would have liked to have won the costume competition at work this year.,He spends a lot of time making his costumes from scratch.,"To add to his costume, he wears a lot of stage make-up.",Everyone was impressed by his appearance at work.,Ben was delighted.,Ben withdrew from the costume competition.,1
