InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,Satunnainenviides lauseQuiz1,Satunnainenviides lauseQuiz2,AnswerRightEnding
d1218989-f5b7-49bd-9783-a650d73c5aed,Kämppikseni on laiska.,Hän ei koskaan pese astioita vaan käyttää niitä aina.,"Löysin vanhan, jossa oli hometta.",Haju oli kauhea.,"Huusin kämppikselleni, koska hän oli inhottava.",Kämppikseni oli erittäin miellyttävä asua.,1
53f5a527-04f1-472c-b8f0-45a92d85dbfc,Vaimollani oli MLK-päivä vapaata.,Hän nukkui pitkään ja nousi ylös vasta kello 10 aamulla.,Söimme rauhallisen aamiaisen.,"Hän katsoi Little House on the Prairie -sarjaa, kun minä surffasin netissä.",Sitten vietimme rentouttavan illan sohvalla.,Päivä oli hyvin stressaava.,1
e832c317-227a-426c-8243-6e8ecc233b21,Keri vahti veljentytärtään arkipäivänä.,Hänet piti nukuttaa aikaisin.,Valitettavasti veljentytöllä oli liikaa energiaa.,Keri suostutteli hänet tekemään harjoituksia hänen kanssaan.,Sitten Keri vei lapsen kävelylle väsyttääkseen häntä.,"Keri vakuutti tarjoilijalle, että tämä oli laskuttanut häntä liikaa.",1
f9498236-c0d7-443e-85ea-3ded1a7c270e,Kim herää ja päättää ajaa ostoskeskukseen.,Hän pääsee sinne ja kuluttaa 250 dollaria kenkäpariin.,Myöhemmin hän löytää kenkiin sopivan käsilaukun.,Ostettuaan sopivan asun hän päättää lähteä kotiin.,Kim rakasti kaikkea ostamaansa.,Kim laski tavaransa ja päätti mennä sen sijaan elokuviin.,1
6c3e9a76-0976-4597-b600-dcf6766d16fa,Vanhalla naapurillani oli tapana viedä Halloween liian pitkälle.,Hänen pukunsa olivat hyvin taidokkaita.,Eräänä vuonna hän päätti olla Jason ja piiloutua autotallin oven alle.,"Hän pelästytti kaikki, ja koko naapurusto valitti.",Seuraavana vuonna hän ei pukeutunut lainkaan.,Hän oli naapuruston rakastetuin mies.,1
55b7f15b-6703-4384-a575-2d364bf85030,Ben odotti risteyksessä ystävänsä Tomin kyytiä.,"Tom oli sanonut hakevansa hänet kello 20.00, ja kello oli jo yli yhdeksän.","Ben säikähti outoja ääniä, joita hän kuuli pimeydestä.",Hetken kuluttua Tom käveli varjoista ulos nauraen.,"Ben oli harmissaan siitä, että Tom oli huijannut häntä.",Ben näki Tomin ja juoksi henkensä edestä.,1
565504d1-6088-4f15-a592-d7dded841257,Barry rakastaa keilailua.,"Hänen oli kuitenkin löydettävä paikka, jossa hän voisi keilata säännöllisesti.",Barry etsi keltaisilta sivuilta läheisen keilaradan.,Barry päätti mennä keilaamaan lauantaina uuteen paikkaan.,Barry oli innoissaan uudesta kujasta.,Barry heitti keilapallonsa altaaseen.,1
a506d2c9-1ff5-4094-bfbe-e4e80bc6215a,Perhe valmisti ruoan ja pakkasi sen pois.,He kävelivät lähimpään puistoon.,He levittivät peiton ja alkoivat laittaa ruokaa esille.,"Kaikki nauttivat voileipiä, hedelmiä ja muuta.",Perheellä oli hyvä päivä.,Perheellä oli kamala päivä.,1
0bce7a95-175d-41d0-bb5d-21e759baf220,Brad ja Allison rakastavat texasilaista kantrimusiikkia.,"Brad sai selville, että lähistöllä oli konsertti.",Hän kutsui Allisonin mukaansa konserttiin.,Allison hyväksyi kutsun.,Molemmilla oli hauskaa konsertissa.,Brad päätti sen sijaan mennä rock-konserttiin.,1
8e39f61f-2d96-460d-b99e-daf36af614f0,Melissa oli halunnut uutistoimittajaksi televisioon.,Jo pienestä pitäen hän harjoitteli kameran edessä.,Pakkomielle seurasi häntä koko koulun ajan.,Hän opiskeli journalismia ja sai hyvät arvosanat.,Valmistuttuaan hänelle tarjottiin työtä NBC Newsilta.,Valmistuttuaan hän tajusi vihaavansa Newsia.,1
2eddce77-d52b-4352-914d-ef4a7b787e56,"Lunta satoi niin paljon, että koulu peruttiin koko päiväksi.","Pojat pukivat takit, pipot, hanskat ja saappaat päälleen ja lähtivät ulos.",He rakensivat suuren lumiukon ja lumilinnoituksen.,He kävivät lumipallo-ottelua.,He ottivat vaatteensa pois ja ottivat aurinkoa.,He menivät sisälle paahtamaan vaahtokarkkeja.,2
7f0ff4e8-3c77-41a5-8107-916dd66cb22d,Olin kävelemässä ostoskeskukseen.,"Joku soitti minulle, ja päätin ottaa puhelimeni esiin.","Minun oli vaikea saada sitä ulos, koska taskut olivat tiukat.",Puhelin hyppäsi lopulta taskustani.,"Päätin, että tiukat farkut ovat aina hyvä idea.",Melkein särjin puhelimeni.,2
30714d1c-ab3d-4084-9084-5a44f39e0df4,Garry oli hermostunut arvosanoistaan.,Äskettäin Garry reputti matematiikan ja englannin kokeessa.,Jalkapallojoukkueeseen pääsemiseksi Garryn on saatava hyvät arvosanat.,Garryn valmentaja sai tietää Garryn huonoista arvosanoista ja puhui hänen kanssaan.,"Jos Garry ei paranna arvosanojaan, hänet erotetaan joukkueesta.","Garry ja hänen valmentajansa olivat yhtä mieltä siitä, että Nike tekee hyviä lenkkareita.",1
6b0839e1-5e9f-4c62-919c-5c8f73e016aa,Evan valitti kaikesta.,"Hänen tyttöystävänsä alkoi tehdä hänelle päivällistä, mutta hän sanoi sen haisevan pahalle.",Hän oli niin loukkaantunut!,Hän lähti kesken ruoanlaiton ja jätti aterian kesken.,Hän erosi Evanista.,Evan oli tyytyväinen.,1
d1857e28-aa9a-4afe-9132-ab27a8477924,"John pilkkasi siskoaan, kun tämä sanoi, että jooga on harjoittelua.","Hän luuli olevansa hyvässä kunnossa, koska pelasi koripalloa.",Eräänä päivänä hänen siskonsa vei hänet joogatunnille.,Hän ei pysynyt kaikkien naisten perässä.,John tunsi itsensä nöyräksi.,John oli ylpeä.,1
0d5e139a-4fe1-4652-85b5-7979d430391d,Avan piti mennä ostoksille kaksivuotiaan kanssa.,"Mutta hän ei löytänyt miehen kenkiä, vaikka oli etsinyt kaikkialta!","Hän päätti, ettei hänellä ollut muuta vaihtoehtoa kuin ostaa miehelle uudet kengät.",Hän kantoi miehen kauppaan valitsemaan uuden parin.,Ava oli välinpitämätön äiti.,Ava piti pojastaan hyvää huolta.,2
58735e26-2846-48fd-becf-e5f204ab1a95,Harry oli väsynyt kuumiin kesäpäiviin.,Hän päätti mennä uimaan ystäviensä kanssa.,Harry soitti ystävilleen ja järjesti suunnitelmat.,"He tapasivat kaikki paikallisella järvellä, joivat olutta ja uivat.",Harrylla ja hänen ystävillään oli hauskaa järvellä.,Harry oli aina vihannut vettä.,1
40a7c1fb-7e4d-4c4a-9e70-aaddb1697b13,Danny halusi oppia tekemään paistettua riisiä.,Hänen ystävänsä päätti opettaa häntä.,Hänen ystävänsä meni hänen kotiinsa ja opetti häntä.,Danny yritti tehdä sitä itselleen.,Danny vihasi tyttöjä.,Danny teki hienoa työtä.,2
4149fd90-e58e-415d-ad22-f41dd5ae98a8,Meghan palkattiin erääseen yritykseen tutkijaksi II.,Hän rakasti työtään ja oli siinä erittäin hyvä.,Vuoden kuluttua Meghan halusi enemmän vastuuta töissä.,Hän puhui pomonsa kanssa ja kävi arvioinnissa.,"Meghan toivoi, että hänet ylennettäisiin.",Meghan päätti lopettaa työnsä.,1
56122b9c-8efb-40de-a343-88f7533689e1,Core rikkoi vanhempiensa antiikkisen lasimaljakon.,Hän pelkäsi jäävänsä kiinni.,Hän pyyhkäisi lasin maton alle.,Hänen vanhempansa tulivat ja ottivat kengät pois.,Coren vanhemmat loukkasivat jalkansa lasiin.,He päättivät onnitella Corea.,1
7af07696-728f-4f63-b975-69c0a251d8f9,Bob sai joululahjaksi rubix-kuution.,Hän kamppaili ratkaistakseen arvoituksen.,Lopulta hän sai ratkaistua puolet siitä.,Täydellinen ratkaisu jäi kuitenkin saavuttamatta.,Bob työskenteli ahkerasti ja ratkaisi lopulta arvoituksen.,Sitten Bob luopui videopelistä.,1
3b172e2b-ab39-4278-8ca5-ad5f5d906743,Suzie päätti tehdä isoäitinsä spagettikastiketta.,Hän teki kastikkeen.,Hän lisäsi sieniä.,Hän lisäsi mausteet.,Suzien suhde isoäitiinsä pysyi monimutkaisena.,"Suzie maistoi kastiketta, ja se oli juuri sopivaa.",2
2b6218cf-27eb-4dc3-addb-84cee6617e80,Viime viikonloppuna halusin ostaa kengät.,"Tarvitsin uuden parin töistä, joten minun oli etsittävä paikka, johon mennä.","Päätin valita ostoskeskuksen, koska siellä on suuri valikoima.","Kun pääsin perille, menin nopeasti valitsemaani kauppaan.",Löysin täydelliset kengät ja ostin ne.,Ostin tacon ruokapaikalta.,1
95ca9c40-0826-4efd-9f2f-0bc3828e1dff,Gabbylla ei ollut paljon rahaa.,Hän teki minimipalkkatyötä.,Hän käytti loput rahansa lottokuponkiin.,Hän tuli kotiin ja raaputti sen pois.,"Hän toivoi, että lippu oli voittaja.","Ennen kuin hän ehti lopettaa, hän päätti, että se oli ajanhukkaa.",1
238532df-07c1-4db7-9ac8-1b5aa86a92d5,Annien isoisä tarvitsi sydämensiirron.,Hän oli sairaalassa hyvin pitkään.,"Kun elinsiirto tapahtui, koko hänen perheensä oli peloissaan.",Hän toipui kuitenkin terveenä.,Annien perhe oli iloinen lopputuloksesta.,Annien perhe oli surullinen.,1
a99209f1-2b57-4b5e-9216-0606cc005e90,"Kun olin viisivuotias, muutin.",Minun oli mentävä uuteen kouluun.,Tunsin itseni yksinäiseksi ensimmäisenä päivänä.,Eräs poika käveli luokseni ja esitteli itsensä.,Tunsin itseni vähemmän yksinäiseksi.,Tunsin itseni yksinäisemmäksi.,1
131cc240-f6e0-4a76-81b8-aa6daf09e8f4,Larry pelkäsi korkeita paikkoja.,"Hän suunnitteli matkansa aina niin, että hän vältteli korkeita siltoja.",Larryn epäonneksi hänet eräänä päivänä ohjattiin toiselle reitille.,"Larry alkoi hikoilla, kun hän näki sillan häämöttävän hänen yläpuolellaan.",Hän kääntyi valitsemaan toisen reitin.,Larry nauroi ilosta ajaessaan sillan yli.,1
c19bebdd-ac5b-413e-9052-1a5e15e5b31c,Jeff on erittäin nopea ajattelija.,"Hän pääsee pois melkein mistä tahansa tilanteesta, jossa hän ei halua olla.",Hänen tarvitsee vain keksiä tekosyy lähteä.,"Hän käyttää tätä usein, kun hän ei halua enää puhua appivanhempiensa kanssa.",Jeff rakastaa vierailuja appivanhempien luona.,Jeff inhoaa viettää aikaa appivanhempiensa kanssa.,2
d1eef4fb-c303-4226-9519-54211561b425,Binh päätti pestä kissansa.,Hän nosti kissansa kannelta.,Sitten hän täytti kylpyammeen vedellä.,Binh houkutteli kissan veteen pesemään sen.,Kissa päätyi likaiseksi sotkuksi.,Kissa oli lopulta aivan puhdas.,2
006aa20e-51a7-48ea-8e1d-572f24cf1551,Tilasin perheaterian kiinalaisessa ravintolassa.,"Heti kun laitoin sen pöydälle, perheeni hyökkäsi sen kimppuun.",He söivät ateriasta paljon.,"Kun kaikki olivat syöneet, ruokaa ei ollut enää jäljellä.","Olin iloinen, että löysimme uuden suosikkiravintolan.","Kerroin johtajalle, että haluan tehdä valituksen.",1
afd57a88-0c82-4116-a43f-6fcb8fdc9c09,"Ben ei kiinnittänyt huomiota, kun hän käveli ikkunalaudan ohi.",Hän heilautti kättään ympäri.,Se osui ikkunassa istuvaan kaktukseen.,Hänen kätensä oli täynnä pieniä neuloja.,Benin käsi tuntui hyvältä.,"Benin käsi oli kipeä, ja hänen täytyi vetää kaikki neulat pois.",2
ecd647bb-a30b-405d-913e-3a19011b092d,Tällä viikolla oli Naten vuoro lakaista lattia.,Hän oli tunnetusti laiska.,"Hän päätti maksaa kämppikselleen, jotta tämä tekisi sen hänen puolestaan.",Kämppis otti rahat eikä koskaan tehnyt työtä.,Naten oli vaikea saada energiaa kohdata hänet.,Nate nauroi ystäviensä kanssa koiransa käytökselle.,1
d0bd7fc2-5e86-4ffa-9f98-a0a166ce3d47,Elena oli pieni ihminen ja hyvin epävarma.,"Hän luuli, ettei kukaan haluaisi seurustella hänen kanssaan.",Eräänä päivänä hän tapasi erittäin mukavan täysikokoisen miehen.,"He alkoivat seurustella, ja mies hyväksyi naisen ehdon.",Hän kosi Elenaa kuuden kuukauden kuluttua.,Hän toi täysikokoisen naisen yrityksensä lomajuhliin.,1
a08e92e0-8aab-4f08-8bad-799b20d8b750,"Kun Jay sai tietää isosiskonsa olevan raskaana, hän oli hermostunut.","Vaikka hän oli iloinen siskonsa puolesta, hän pelkäsi tädiksi tulemista.","Jay tiesi, että siihen liittyisi paljon vastuuta.",Mutta sitten hän vihdoin tuli koulusta kotiin ja näki veljenpoikansa.,Jay piti veljenpoikaansa rumana.,"Jay tiesi heti, että hänen pelkonsa olivat aiheettomia.",2
17277360-5208-4dc2-b98f-da9dea534211,Daria osti olohuoneeseensa television.,Hän pyysi liikettä toimittamaan television kotiinsa.,"Kun televisio saapui, Daria oli innoissaan.",Televisio oli hänen lempiasiansa.,Darla laittoi television päälle ja alkoi katsoa elokuvaa.,Darla hajotti televisionsa haravalla.,1
cbdf5369-ed2d-4534-9e68-7e1641969043,Valkoiset ruusut olivat Lillyn lempikukka.,Hän kasvatti niitä puutarhassaan.,Eräänä päivänä hän pisti sormensa piikkiin.,Hän ei ajatellut asiaa.,Lillyn sormi jouduttiin amputoimaan.,"Pisto tulehtui, ja hän joutui ottamaan antibiootteja.",2
816af3a0-0d30-4901-bb69-dc905f107636,Jimmyn äiti oli sairaana sairaalassa.,Hän kävi tapaamassa naista sairaalassa.,Jimmy toi hänelle kukkia ja kortin paranemiskortin.,Hänen äitinsä oli hyvin ystävällinen.,Jimmyn äiti alkoi parantua.,Jimmy vihasi äitiään.,1
df8c7222-a0e5-4723-ae50-e2e77e5d2410,Sammylla oli eräänä aamuna kauhea vatsakipu.,Mutta hän pakotti itsensä käymään koulua.,"Kun hän lähestyi bussia, hän ajatteli kääntyä takaisin.","Mutta hän tunsi, että oli liian myöhäistä muuttaa mielensä.","Hän istui reunakivelle ja katseli, kun bussi ajoi hänen ohitseen.",Hän kävi koulua ja kärsi kivun läpi.,2
690bf721-0de0-440e-a9ed-69b056fc63b4,Karmen oli valmis Tansanian matkaan.,Hän otti taksin lentokentälle.,Hän läpäisi lentokentän turvatarkastuksen nopeasti.,Hän ehti lennolle ajoissa ja löysi paikkansa.,"Kone nousi ilmaan, ja Karmen rentoutui.",Karmen poistui välittömästi koneesta.,1
91f9d1d9-934c-44f9-9677-3614def2874b,Sandy asui New Yorkissa.,"Sandy kuuli vaarallisesta lumimyrskystä, joka oli tulossa hänen suuntaansa.","Sandy päätti varmistaa, että hänen kotinsa oli valmistautunut.",Lumimyrskyn aikana sähköt katkesivat.,Sandy päätti mennä ulos ja tehdä lumiukon.,Sandy oli valmistautunut.,2
322bbb17-93b9-4a7d-9533-4b1689d2c8ac,Quentin ei tavallisesti pidä yhtiön tilaisuuksiin menemisestä.,"Vaikka hän ei välitä työtovereista, hän haluaa olla yksin.",Eräänä päivänä hän päättää osallistua yrityksen juhliin.,Hän syö ranskalaisia perunoita välttääkseen kiusallisen olonsa.,Quentin päätyi nauttimaan juhlista.,Quentin rakasti olla siellä kaikkien ihmisten kanssa.,1
d5ddd22e-a842-43f0-ac12-1968e25a6692,Käytän Mister Spice -maustekastiketta ilman natriumia.,Olen vähän natriumia sisältävällä ruokavaliolla.,Yritin eilen ostaa pulloja verkosta.,"Tietokone hylkäsi jatkuvasti tilaukseni, vaikka kortti oli aktiivinen.","Olin tyytyväinen siihen, miten helppoa tilauksen tekeminen oli.",Lopulta myynti toteutui.,2
be1b3d0d-1d1c-431d-8d08-a0585bd1b57a,Dan halusi mennä kouluun Halloweenina paholaiseksi pukeutuneena.,Hän pelkäsi pyytää isältään pukua.,Hän kysyi sen sijaan isoäidiltään.,"Hän kertoi hänelle, että paholainen on paha.",Danin isoäiti oli jo pukeutunut paholaiseksi.,Dan teki oman paholaisasunsa.,2
7aec4c2f-addd-433b-bf51-3fccc53b35bb,"Ostin sarvipäisen konnan, kun olin kymmenen.",Se oli tavaratalossa.,Rupikonna näytti hyvin hurjalta.,"Yritimme ruokkia sitä, mutta se ei suostunut syömään.",Lopulta sarvikonna kuoli nälkään.,Useiden viikkojen kuluttua sarvikonna oli hyvin lihava.,1
ac3d0720-2b2c-4700-be89-c59ede839c4c,Tapasin Nancyn tänään ensimmäistä kertaa.,"Ennen kuin hän lähti, vaihdoimme puhelinnumeroita.","Vaikka hän käveli hetken, hän viestitti minulle jatkuvasti.",Päätin soittaa hänelle ja pyytää häntä lopettamaan soittamisen.,Hän rakasti banaanien syömistä.,En kuullut hänestä enää koskaan.,2
a51306ff-2184-4744-88ca-83145944ed38,Eilen Kelly lähti cvs:lle ostamaan karkkia.,Hän käveli käytäviä pitkin löytääkseen haluamansa.,Yllätyksekseen hän kuitenkin törmäsi vanhaan ystävään.,He juttelivat jonkin aikaa.,Molemmat pidätettiin.,Hänen ystävänsä päätyi ostamaan karkit hänelle.,2
6fba848e-7b8c-4d7b-9eab-40f8d2add906,Donin ensimmäiseen päivään telakalla liittyi joitakin ongelmia.,Hän oli hermostunut raskaiden koneiden lähellä.,Eräässä vaiheessa hän pudotti raskaan lähetyksen.,Se melkein osui työkaveriin.,"Don oli iloinen, ettei hän ollut hermostunut töissä.","Don tiesi, että hänen olisi parannettava.",2
247bcc69-4e51-4a1b-ae20-839ab1df13c9,Dal tarvitsi rahaa opiskeluun.,Hän alkoi tehdä kirjanpitoa paikalliselle jengille.,"Kun liittovaltion poliisi ratsasi jengin, hän kävi läpi heidän kirjanpitonsa.",Hänet ammuttiin vahingossa ristituleen.,Dal teki huonon päätöksen.,Dal teki fiksun päätöksen.,1
c428bf27-8192-4ad2-9b66-dd07314804bd,Tänään oli koulussa kuvapäivä.,"Alice oli niin innoissaan, koska hänen äitinsä oli ostanut hänelle uuden asun.","Hän nousi ylös ja pukeutui, ja äiti laittoi hänen hiuksensa kuntoon.","Valokuvaaja sanoi, että hän oli hyvin kaunis.","Alicesta tuntui hyvältä, kun valokuvaaja oli kehunut häntä.",Alice nyrpisti otsaansa kuvan aikana.,1
37d942c0-21f8-4cde-be56-abb85318a379,Nilan äidillä todettiin neljännen vaiheen syöpä.,"Nila tiesi, ettei hänen äidillään ollut enää kauan aikaa elää.","Nila huolehti siitä, että hänen äitinsä sai elää hyvää elämää kuolemaansa asti.","Nila sai äitinsä kanssa paljon hyviä muistoja, ja he olivat onnellisia.",Nila ei välittänyt äidistään.,Nila rakasti äitiään.,2
3cf436ec-b46d-47ff-823a-f67efee8a4cb,Äiti katsoi vastasyntyneen poikavauvansa kasvoja.,Hän haaveili heidän yhteisestä tulevaisuudestaan.,"Hänen unelmansa oli antaa hänelle lapsuus, jota hän ei saanut.",Hän uhrasi aikaa ja energiaa saavuttaakseen tavoitteensa.,Poika kärsi läpi lapsuutensa.,Pojalla oli hyvin onnellinen lapsuus.,2
41585929-5484-4dd6-8e41-88f4ef6801aa,Jessica ja hänen veljensä odottivat joulua innoissaan.,"He menivät aikaisin nukkumaan, jotta he voisivat herätä aikaisin.",He heräsivät ja juoksivat joulukuusen luo.,Kuusen alla oli vain yksi laatikko.,"Jessica mietti, olivatko he heränneet liian aikaisin.",Jokainen hänen veljistään avasi joululahjansa.,1
2dc626a9-20b0-4485-9a8d-cc8c320c5d55,Jan ja Kim käyttivät molemmat Montessori-opetusmallia.,Kim päätti ottaa kaikki lohikäärme- ja fantasiakirjat pois lapseltaan.,"Jan oli järkyttynyt siitä, että Kim teki tämän päätöksen.","Jan väitti, että mielikuvitus ja fantasia olivat tärkeitä.",Jan heitti kirjat pois.,Jan toi kirjat takaisin.,2
cc855cce-17ad-4ae7-84df-ba2888b56fa1,Ensimmäisenä koulupäivänä kävelin sinne kahden läheisimmän ystäväni kanssa.,Olimme kaikki hyvin hermostuneita.,"Kun saavuimme kouluun, tarkistimme kolmannen luokan luokkaluettelon.",Meidät kaikki kolme määrättiin samaan luokkaan!,Emme voineet uskoa onneamme.,Me kaikki kolme olimme hyvin pettyneitä.,1
e1e9d4c3-0dcb-4ef0-b558-2563e36088ff,"Jeff oli vihainen siitä, että hänen naapurinsa koira haukkui aina aamulla.",Ja haukkuminen herätti Jeffin aina aikaisin.,Eräänä päivänä naapuri antoi koiransa pois.,"Ja Jeff oli iloinen siitä, ettei hän enää kuullut haukkumista.",Jeff saisi vihdoin rauhaa ja hiljaisuutta.,Jeffille tuli ikävä tuota koiraa.,1
ce4b43b2-79e1-4874-9f39-0b9540ec71ad,Holly pyysi veljeään laittamaan aurinkovoidetta selkäänsä.,Hän käytti aikaa ja levitti sitä hyvin huolellisesti.,"Myöhemmin samana päivänä Holly ihmetteli, miksi ihmiset nauroivat.","Myöhemmin hän tajusi, että hänen veljensä oli tehnyt mallin voiteella.",Holly huusi veljelleen kostaakseen.,Holly antoi veljelleen rahaa korvaukseksi.,1
459330e7-0e14-46e7-a482-b9df82b6622d,"Ennen pilkkasin vaimoani siitä, että hänellä on yövalo.","Hän oli muutaman päivän poissa kaupungista, ja menin nukkumaan ilman sitä.","Kun heräsin keskellä yötä hakemaan vettä, kompastuin.",En nähnyt vaatteita maassa ja sain pahan mustelman.,Päätin päästä pysyvästi eroon yövalosta.,En enää koskaan pilkannut vaimoani ja hänen yövaloaan.,2
128450e2-4f28-4a20-a5b5-91805a6eef05,Amy päätti muuttaa Wisconsinista Floridaan.,Hän suunnitteli muuttoa kuukausia.,Muuttopäivänä hän hyvästeli ystävänsä.,Hän ajoi yksin Floridaan asti.,"Hän huomasi kuitenkin, että Alaskassa oli hauskaa.",Kokemus ei kuitenkaan ollut hauska ilman hänen ystäviään.,2
91afa299-8aac-4ee9-8013-276d15a7769c,Kävimme tänään poikien kanssa rannalla.,Otimme mukaan frisbeen ja pallon.,Leikkiessään vedessä muutamat muutkin liittyivät mukaan.,Oli hienoa saada uusia ystäviä.,Nautin todella uusien poikien tapaamisesta.,Kaiken kaikkiaan päivä oli hieno vaelluspäivä.,1
668e7d13-1250-4c4c-b3a9-f3965644e4f9,"Oli perjantai-ilta, joten päätin vuokrata elokuvan.",Menin Redboxiin hakemaan sellaisen.,Päätettyäni tunnin ajan valitsin lopulta The Departed -elokuvan.,"Tulin kotiin, tein välipaloja ja menin sitten katsomaan elokuvaa.","Se oli paras elokuva, jonka olin nähnyt pitkään aikaan.",Kävin suihkussa ja menin töihin.,1
7e5ecab4-a9c4-40e7-a61f-69d59c15b87b,Paula kirjoitti paljon spoken word -runoja.,"Hänen ystävänsä tukivat häntä, vaikka tilanne oli huono.",He kutsuivat hänet juhliin.,Paula aloitti puhuttelun.,Hänen ystävänsä taputtivat hänen runolleen.,Paula repi runonsa.,1
edb9e202-4c9e-4bb7-a18c-daa472a22092,"Kun olin noussut koulubussista, tajusin, että puhelimeni oli kadonnut.","Koska siinä oli palvelua, päätin peruuttaa sen.",Asiakaspalvelija teki sen puolestani.,"Lisäksi hän sanoi, että Jamaikalle soitettiin.","Tiesin, että joku oli varastanut sen.","Tiesin, että joku vastaisi pian puhelimeen.",1
ea22e460-6e1d-4271-8153-78da7900c0a1,Tänään oli Iriksen viides syntymäpäivä!,Hänen äitinsä oli suunnitellut hänelle yllätysjuhlat.,Kaikki hänen ystävänsä olivat paikalla.,Hän avasi lahjoja ja söi kakkua.,Iriksellä oli hauskaa juhlissaan.,"Iris päätti, ettei enää koskaan syö kakkua.",1
f7efb395-97a8-424e-b2c0-b400eaa5831e,"Tina käytti aina punaisia bikinejä, kun hän meni rannalle.","Hänet tunnettiin siitä, ja kaikki odottivat näkevänsä hänet sellaisessa.",Eräänä päivänä hän tapasi ystävänsä sinisissä bikineissä ja yllätti heidät.,"He eivät ymmärtäneet, miksi hän pukeutui eri tavalla.",He pitivät kuitenkin uusista bikineistä.,"Tinan ystävät tiesivät, miten arvaamaton hän oli.",1
51498810-6e27-42c5-ad73-04e2466792b0,Ted oli aina haaveillut omakotiasumisesta.,"Hän oli kuitenkin pelännyt, että se oli tavoite, jota hän ei koskaan saavuttaisi.","Eräänä päivänä hänen isänsä yllätti hänet sanomalla, että hän auttaisi Tediä.",Tedin isä auttoi jakamaan kodin käsirahan Tedin kanssa.,"Ted sanoi, ettei hän enää halunnut olla kodinomistaja.",Ted oli kiitollinen isälleen avusta.,2
14d386a1-4753-4bd0-a752-bbb21e13d8dc,Evie vaelteli linnassa tuntikausia.,Hän tutki rakennuksen jokaisen nurkan ja kolon.,"Hänen esimiehensä kyselivät häneltä, mitä hän oli oppinut.",Hän vastasi heidän kysymyksiinsä loistavasti ja helposti.,Hän oli ylpeä itsestään.,Hän pakeni kauhuissaan.,1
cb0c7433-daed-487a-ab74-36d05f277fa9,Ed ja hänen kaksosveljensä Ethan katselivat naisia netissä.,Sitten he näkivät profiilin kahdesta kaksosnaisesta.,He soittivat Samille ja Saralle ja sopivat treffit.,Kaikilla neljällä oli treffeillä hauskaa.,Vuosia myöhemmin molemmat parit menivät naimisiin.,He päättivät olla tapaamatta toisiaan enää.,1
d0e044bd-b49a-4078-8519-a04a9997b195,Marco aloittaa tänään uuden työn.,Hän haluaa näyttää hyvältä ensimmäisenä päivänä.,Marco päättää laittaa solmion.,"Hänen uusi pomonsa on vaikuttunut siitä, miten hyvältä hän näyttää.","Marco on iloinen siitä, että hän teki hyvän vaikutuksen.",Marco on kauhuissaan pomonsa reaktiosta.,1
4865f73d-e8f6-4063-8edb-fe3a8088dffa,Tim halusi matkustaa ulkomaille.,Hän ei ollut koskaan ennen ollut lentokoneessa.,Hän päätti matkustaa Kiinaan lentäen.,Hän itse asiassa nautti lennosta!,"Tim vannoi, ettei enää koskaan nousisi lentokoneeseen.",Tim alkoi matkustaa paljon lentokoneella.,2
c248eb07-6e5e-4c33-a08e-9cded809d238,"Lucylla oli huomenna koe koulussa, eikä hän juuri opiskellut.","Oli jo hyvin myöhä, ja hänen oli mentävä nukkumaan.",Seuraavana aamuna koulu suljettiin lumen takia.,"Lucylla kävi tuuri, ja hän käytti koko vapaapäivänsä kokeeseen valmistautumiseen.",Lucy pääsi kokeesta läpi.,"Lucy reputti kokeen, koska hän ei ollut opiskellut.",1
1a9a1b68-b971-4eec-9706-4d109934e8be,Fred piti mysteeriromaaneista.,Hänellä oli tapana lukea vähintään yksi joka kuukausi.,"Kun hänen ystävänsä saivat tietää, he kaikki ostivat hänelle sellaisen syntymäpäiväksi.",Mutta valitettavasti huomio alkoi ärsyttää häntä.,Fred kertoi ystävilleen pitävänsä taukoa mysteeriromaaneista.,Fred perusti ystäviensä kanssa mysteeriromaanien kirjakerhon.,1
c3ff170b-8e5d-45db-be5b-e3d53e1f5104,Tia omisti oman leipomon.,Leipomossaan hän teki kauniita kakkuja.,"Eräänä päivänä hän huomasi, että jauhot olivat loppu, vaikka hänellä oli suuri tilaus.",Hän soitteli ympäri kaupunkia ja löysi vihdoin niitä.,Tia oli pettynyt.,Tia oli helpottunut.,2
81f93432-7994-426d-a6ce-02685ef26b48,Sarah meni ystäviensä kanssa vesipuistoon.,He maksoivat lippunsa ja pukeutuivat uimapukuihinsa.,He odottivat jonossa suurinta liukumäkeä.,He menivät liukumäkeä alas ja pitivät hauskaa.,"He vannoivat, etteivät koskaan palaa.",He palasivat seuraavana päivänä.,2
4945b9f6-77ec-4bd0-b7c1-bbc093d07302,Jeb rakensi patsaita kivistä.,"Hän teki yhden, joka näytti kilpikonnalta.",Sam tuli ja kaatoi sen.,Jeb alkoi itkeä.,Sam nauroi ja juoksi pois.,Jeb oli innoissaan uuden rakentamisesta.,1
